interaction_id,customer_id,service_id,service_name,date,season,rating,urgency_score,days_since_last_service,completed,repeat_booking
I00346,C0075,S01,General Pest Control,2024-07-19,summer,3,4,134,True,False
I00347,C0029,S01,General Pest Control,2024-08-31,summer,4,4,257,True,False
I00348,C0130,S09,Preventive Maintenance Plan,2023-11-15,fall,5,6,116,True,False
I00349,C0098,S09,Preventive Maintenance Plan,2024-01-03,winter,5,4,106,True,False
I00350,C0303,S06,Scorpion Control,2025-08-13,summer,4,7,124,True,False
I00351,C0362,S09,Preventive Maintenance Plan,2024-04-19,spring,5,4,81,True,False
I00352,C0031,S03,Termite Treatment,2026-03-15,spring,4,9,421,True,False
I00353,C0095,S02,Termite Inspection,2023-07-19,summer,4,7,221,True,False
I00354,C0099,S06,Scorpion Control,2025-09-07,fall,5,6,281,True,False
I00355,C0310,S02,Termite Inspection,2024-03-03,spring,5,7,593,True,False
I00356,C0103,S01,General Pest Control,2024-01-18,winter,4,5,568,True,False
I00357,C0389,S06,Scorpion Control,2025-04-12,spring,4,5,49,True,True
I00358,C0091,S03,Termite Treatment,2024-09-03,fall,3,10,609,True,False
I00359,C0216,S02,Termite Inspection,2024-05-25,spring,4,6,56,True,True
I00360,C0242,S02,Termite Inspection,2026-03-27,spring,4,7,513,True,False
I00361,C0330,S04,Bed Bug Treatment,2025-07-17,summer,5,6,268,True,False
I00362,C0450,S07,Ant & Cockroach Treatment,2025-08-21,summer,5,4,87,True,False
I00363,C0141,S10,Emergency Pest Response,2023-09-16,fall,5,8,427,True,False
I00364,C0491,S02,Termite Inspection,2023-11-22,fall,3,7,355,True,False
I00365,C0312,S09,Preventive Maintenance Plan,2025-05-26,spring,4,6,58,True,True
I00366,C0371,S07,Ant & Cockroach Treatment,2023-08-06,summer,2,5,222,True,False
I00367,C0496,S01,General Pest Control,2026-04-19,spring,5,4,68,True,False
I00368,C0107,S03,Termite Treatment,2026-04-07,spring,4,9,369,True,True
I00369,C0299,S01,General Pest Control,2024-10-20,fall,5,5,211,True,False
I00370,C0207,S01,General Pest Control,2025-11-12,fall,4,6,143,True,False
I00371,C0335,S09,Preventive Maintenance Plan,2024-12-15,winter,5,7,412,True,False
I00372,C0011,S02,Termite Inspection,2025-05-20,spring,4,4,169,True,False
I00373,C0171,S03,Termite Treatment,2023-05-05,spring,4,9,684,False,False
I00374,C0220,S03,Termite Treatment,2023-05-14,spring,4,8,658,True,False
I00375,C0097,S04,Bed Bug Treatment,2024-09-24,fall,4,7,209,True,False
I00376,C0199,S08,Commercial Pest Management,2025-06-28,summer,5,6,616,True,False
I00377,C0403,S06,Scorpion Control,2025-03-25,spring,4,5,611,True,True
I00378,C0116,S06,Scorpion Control,2025-01-22,winter,5,7,684,True,False
I00379,C0349,S05,Rodent Control,2024-03-04,spring,5,7,369,True,False
I00380,C0407,S04,Bed Bug Treatment,2023-08-28,summer,4,8,120,True,False
I00381,C0315,S08,Commercial Pest Management,2025-07-29,summer,5,6,373,True,False
I00382,C0301,S04,Bed Bug Treatment,2023-10-27,fall,4,8,140,True,False
I00383,C0201,S02,Termite Inspection,2025-02-14,winter,5,5,459,True,False
I00384,C0209,S05,Rodent Control,2025-06-19,summer,3,5,133,True,False
I00385,C0432,S07,Ant & Cockroach Treatment,2024-06-04,summer,3,4,260,True,False
I00386,C0477,S01,General Pest Control,2025-04-22,spring,5,4,297,True,False
I00387,C0231,S01,General Pest Control,2024-05-23,spring,4,5,414,True,False
I00388,C0099,S01,General Pest Control,2025-03-31,spring,3,7,638,True,True
I00389,C0049,S06,Scorpion Control,2026-04-14,spring,5,7,471,True,False
I00390,C0041,S02,Termite Inspection,2024-03-07,spring,5,5,240,True,False
I00391,C0273,S07,Ant & Cockroach Treatment,2025-03-31,spring,4,6,583,True,False
I00392,C0011,S02,Termite Inspection,2024-10-06,fall,4,6,592,True,True
I00393,C0472,S02,Termite Inspection,2024-01-31,winter,4,5,467,True,False
I00394,C0457,S01,General Pest Control,2024-10-03,fall,5,4,56,True,False
I00395,C0203,S03,Termite Treatment,2024-05-22,spring,4,8,113,True,False
I00396,C0291,S03,Termite Treatment,2024-06-09,summer,4,10,706,True,False
I00397,C0060,S03,Termite Treatment,2025-08-24,summer,5,9,219,True,True
I00398,C0194,S02,Termite Inspection,2024-09-10,fall,4,6,506,True,False
I00399,C0341,S02,Termite Inspection,2025-10-22,fall,4,4,93,True,False
I00400,C0033,S03,Termite Treatment,2024-05-26,spring,3,8,584,False,False
I00401,C0255,S07,Ant & Cockroach Treatment,2024-04-14,spring,5,5,596,True,False
I00402,C0489,S03,Termite Treatment,2025-05-08,spring,3,9,516,True,False
I00403,C0194,S03,Termite Treatment,2024-06-17,summer,5,9,110,True,False
I00404,C0084,S08,Commercial Pest Management,2026-03-21,spring,3,7,615,False,False
I00405,C0044,S01,General Pest Control,2024-09-22,fall,5,5,489,True,True
I00406,C0452,S01,General Pest Control,2024-04-04,spring,4,5,73,True,False
I00407,C0367,S07,Ant & Cockroach Treatment,2025-08-09,summer,5,6,236,True,False
I00408,C0472,S05,Rodent Control,2023-11-22,fall,5,4,98,True,False
I00409,C0119,S02,Termite Inspection,2026-04-30,spring,2,6,363,True,False
I00410,C0213,S08,Commercial Pest Management,2025-08-05,summer,4,7,631,True,True
I00411,C0008,S02,Termite Inspection,2025-05-31,spring,3,4,183,False,False
I00412,C0049,S01,General Pest Control,2025-10-14,fall,4,6,138,True,True
I00413,C0440,S07,Ant & Cockroach Treatment,2025-01-13,winter,5,6,578,True,False
I00414,C0190,S03,Termite Treatment,2024-07-17,summer,4,9,514,True,False
I00415,C0437,S03,Termite Treatment,2023-08-12,summer,4,10,663,True,False
I00416,C0331,S09,Preventive Maintenance Plan,2024-06-14,summer,3,4,273,True,False
I00417,C0089,S09,Preventive Maintenance Plan,2023-11-05,fall,3,5,411,True,False
I00418,C0375,S07,Ant & Cockroach Treatment,2025-01-04,winter,5,4,130,True,False
I00419,C0315,S10,Emergency Pest Response,2023-06-11,summer,4,8,483,True,False
I00420,C0497,S02,Termite Inspection,2025-01-19,winter,5,6,246,True,False
I00421,C0289,S08,Commercial Pest Management,2024-04-21,spring,4,5,412,True,False
I00422,C0456,S02,Termite Inspection,2023-09-07,fall,4,6,168,True,False
I00423,C0252,S01,General Pest Control,2025-06-10,summer,4,4,227,True,False
I00424,C0017,S09,Preventive Maintenance Plan,2024-12-17,winter,4,5,233,True,False
I00425,C0354,S03,Termite Treatment,2026-03-01,spring,5,10,436,True,False
I00426,C0457,S03,Termite Treatment,2025-01-27,winter,4,8,486,False,False
I00427,C0366,S03,Termite Treatment,2023-07-24,summer,3,10,594,True,False
I00428,C0222,S08,Commercial Pest Management,2026-01-17,winter,5,5,122,True,False
I00429,C0329,S01,General Pest Control,2025-01-01,winter,5,5,615,True,False
I00430,C0493,S03,Termite Treatment,2023-10-08,fall,3,9,449,True,False
I00431,C0155,S08,Commercial Pest Management,2025-10-03,fall,4,5,728,True,False
I00432,C0319,S08,Commercial Pest Management,2025-01-05,winter,4,5,259,True,True
I00433,C0072,S10,Emergency Pest Response,2023-06-19,summer,3,8,688,True,False
I00434,C0139,S01,General Pest Control,2024-10-24,fall,4,6,507,True,False
I00435,C0129,S07,Ant & Cockroach Treatment,2024-09-16,fall,5,7,436,True,False
I00436,C0343,S07,Ant & Cockroach Treatment,2023-11-12,fall,5,7,413,True,False
I00437,C0308,S08,Commercial Pest Management,2025-02-11,winter,4,6,335,False,True
I00438,C0281,S05,Rodent Control,2024-09-08,fall,4,5,313,True,False
I00439,C0101,S09,Preventive Maintenance Plan,2025-04-12,spring,4,6,697,True,False
I00440,C0496,S01,General Pest Control,2024-07-29,summer,5,6,644,True,True
I00441,C0401,S03,Termite Treatment,2024-02-11,winter,3,9,56,True,False
I00442,C0021,S02,Termite Inspection,2023-09-23,fall,4,6,66,True,False
I00443,C0149,S03,Termite Treatment,2024-06-06,summer,4,9,224,True,False
I00444,C0249,S07,Ant & Cockroach Treatment,2026-04-03,spring,4,6,717,True,False
I00445,C0293,S08,Commercial Pest Management,2025-05-14,spring,4,7,703,True,False
I00446,C0055,S01,General Pest Control,2023-11-10,fall,4,5,602,False,False
I00447,C0421,S09,Preventive Maintenance Plan,2025-06-13,summer,4,5,700,True,False
I00448,C0347,S02,Termite Inspection,2025-04-17,spring,5,7,369,True,False
I00449,C0231,S02,Termite Inspection,2025-11-28,fall,5,6,150,True,False
I00450,C0455,S03,Termite Treatment,2025-03-24,spring,4,7,513,True,False
I00451,C0367,S08,Commercial Pest Management,2023-10-20,fall,4,7,420,True,False
I00452,C0477,S02,Termite Inspection,2023-09-07,fall,4,5,235,True,False
I00453,C0430,S03,Termite Treatment,2024-11-13,fall,4,7,498,True,False
I00454,C0200,S03,Termite Treatment,2026-01-21,winter,5,8,676,True,False
I00455,C0056,S01,General Pest Control,2024-09-03,fall,4,6,492,True,False
I00456,C0400,S01,General Pest Control,2023-12-12,winter,5,4,120,True,False
I00457,C0066,S05,Rodent Control,2024-09-30,fall,5,6,443,True,False
I00458,C0130,S01,General Pest Control,2026-05-01,spring,4,5,412,True,True
I00459,C0436,S06,Scorpion Control,2024-07-19,summer,4,7,573,True,False
I00460,C0105,S01,General Pest Control,2025-07-11,summer,4,6,382,True,False
I00461,C0044,S02,Termite Inspection,2023-12-26,winter,5,7,632,True,False
I00462,C0296,S02,Termite Inspection,2023-10-12,fall,5,8,562,True,False
I00463,C0407,S03,Termite Treatment,2025-10-14,fall,5,7,167,True,False
I00464,C0385,S02,Termite Inspection,2024-06-25,summer,4,8,443,True,False
I00465,C0284,S07,Ant & Cockroach Treatment,2026-04-12,spring,4,4,164,True,False
I00466,C0347,S02,Termite Inspection,2024-09-12,fall,3,6,696,True,True
I00467,C0023,S07,Ant & Cockroach Treatment,2023-10-26,fall,5,7,577,True,False
I00468,C0137,S07,Ant & Cockroach Treatment,2026-02-24,winter,5,4,50,True,False
I00469,C0181,S02,Termite Inspection,2025-11-08,fall,3,5,419,True,False
I00470,C0296,S07,Ant & Cockroach Treatment,2026-04-12,spring,4,5,675,True,False
I00471,C0242,S04,Bed Bug Treatment,2023-05-21,spring,4,9,708,True,False
I00472,C0433,S08,Commercial Pest Management,2023-12-01,winter,5,6,137,True,False
I00473,C0443,S02,Termite Inspection,2024-06-03,summer,3,7,146,True,False
I00474,C0100,S07,Ant & Cockroach Treatment,2026-04-19,spring,4,5,236,True,True
I00475,C0151,S02,Termite Inspection,2025-12-15,winter,4,6,70,False,True
I00476,C0306,S02,Termite Inspection,2024-03-11,spring,4,5,32,True,False
I00477,C0358,S09,Preventive Maintenance Plan,2023-08-27,summer,2,7,617,True,False
I00478,C0001,S01,General Pest Control,2024-12-29,winter,4,5,133,True,False
I00479,C0472,S03,Termite Treatment,2025-12-02,winter,4,7,333,True,False
I00480,C0288,S01,General Pest Control,2023-07-08,summer,4,5,327,True,False
I00481,C0435,S02,Termite Inspection,2023-07-25,summer,5,6,148,True,True
I00482,C0318,S01,General Pest Control,2025-01-22,winter,3,5,692,True,False
I00483,C0176,S09,Preventive Maintenance Plan,2023-06-18,summer,4,6,666,True,False
I00484,C0126,S01,General Pest Control,2023-05-28,spring,4,6,440,False,False
I00485,C0196,S03,Termite Treatment,2025-10-30,fall,5,9,424,True,False
I00486,C0226,S07,Ant & Cockroach Treatment,2025-06-02,summer,3,4,145,True,False
I00487,C0083,S01,General Pest Control,2025-02-03,winter,3,4,193,True,False
I00488,C0398,S04,Bed Bug Treatment,2025-07-22,summer,5,8,215,True,False
I00489,C0337,S04,Bed Bug Treatment,2025-07-16,summer,5,8,59,True,False
I00490,C0110,S07,Ant & Cockroach Treatment,2025-12-18,winter,3,5,529,True,False
I00491,C0096,S03,Termite Treatment,2025-07-10,summer,4,10,94,True,False
I00492,C0313,S03,Termite Treatment,2026-02-18,winter,4,10,620,True,False
I00493,C0054,S10,Emergency Pest Response,2025-01-25,winter,3,8,715,True,False
I00494,C0066,S02,Termite Inspection,2023-05-23,spring,4,6,284,True,False
I00495,C0141,S05,Rodent Control,2025-08-30,summer,5,5,424,False,True
I00496,C0144,S01,General Pest Control,2023-06-01,summer,3,5,688,True,False
I00497,C0276,S05,Rodent Control,2024-01-04,winter,5,5,537,True,True
I00498,C0448,S10,Emergency Pest Response,2023-06-19,summer,5,8,81,True,False
I00499,C0154,S04,Bed Bug Treatment,2023-10-30,fall,5,7,442,True,False
I00500,C0014,S01,General Pest Control,2025-11-11,fall,5,6,540,True,False
I00501,C0115,S10,Emergency Pest Response,2025-07-20,summer,5,7,699,True,True
I00502,C0322,S01,General Pest Control,2024-01-09,winter,5,6,123,False,False
I00503,C0120,S03,Termite Treatment,2026-03-24,spring,4,10,550,False,False
I00504,C0378,S05,Rodent Control,2025-09-14,fall,5,4,85,True,False
I00505,C0372,S02,Termite Inspection,2024-08-23,summer,3,9,664,True,False
I00506,C0062,S01,General Pest Control,2025-09-01,fall,4,5,704,True,False
I00507,C0118,S02,Termite Inspection,2024-10-29,fall,3,6,678,True,False
I00508,C0350,S09,Preventive Maintenance Plan,2026-02-16,winter,4,5,534,True,False
I00509,C0097,S06,Scorpion Control,2023-06-20,summer,4,7,449,True,False
I00510,C0219,S08,Commercial Pest Management,2023-09-22,fall,5,5,250,True,False
I00511,C0083,S01,General Pest Control,2024-11-23,fall,4,5,376,True,True
I00512,C0269,S08,Commercial Pest Management,2025-12-25,winter,4,5,156,True,False
I00513,C0189,S04,Bed Bug Treatment,2024-12-22,winter,4,7,546,True,False
I00514,C0280,S03,Termite Treatment,2026-04-13,spring,4,10,473,True,False
I00515,C0215,S05,Rodent Control,2025-01-23,winter,3,6,211,True,False
I00516,C0221,S03,Termite Treatment,2023-05-16,spring,3,10,644,True,False
I00517,C0237,S06,Scorpion Control,2024-02-22,winter,5,6,423,True,False
I00518,C0458,S02,Termite Inspection,2025-03-09,spring,4,6,381,True,False
I00519,C0172,S02,Termite Inspection,2026-03-10,spring,4,7,452,True,False
I00520,C0299,S06,Scorpion Control,2023-12-15,winter,3,6,351,True,False
I00521,C0442,S03,Termite Treatment,2025-02-16,winter,4,6,252,True,False
I00522,C0212,S08,Commercial Pest Management,2026-03-13,spring,5,6,165,True,False
I00523,C0456,S09,Preventive Maintenance Plan,2024-12-29,winter,4,7,545,True,False
I00524,C0116,S02,Termite Inspection,2025-09-04,fall,3,7,521,True,False
I00525,C0316,S04,Bed Bug Treatment,2025-12-27,winter,4,9,457,True,False
I00526,C0358,S09,Preventive Maintenance Plan,2023-06-04,summer,3,6,43,True,True
I00527,C0437,S04,Bed Bug Treatment,2025-12-26,winter,5,8,84,True,False
I00528,C0361,S10,Emergency Pest Response,2023-11-15,fall,4,8,729,True,False
I00529,C0293,S01,General Pest Control,2023-11-17,fall,4,4,332,True,False
I00530,C0324,S02,Termite Inspection,2024-08-21,summer,4,10,721,True,False
I00531,C0046,S01,General Pest Control,2023-09-26,fall,3,7,692,True,False
I00532,C0145,S05,Rodent Control,2025-09-29,fall,5,5,710,False,False
I00533,C0484,S02,Termite Inspection,2025-11-24,fall,5,6,350,True,False
I00534,C0456,S07,Ant & Cockroach Treatment,2025-09-13,fall,5,5,483,True,False
I00535,C0108,S08,Commercial Pest Management,2026-04-20,spring,4,6,693,True,False
I00536,C0403,S06,Scorpion Control,2024-08-04,summer,3,7,228,True,True
I00537,C0029,S09,Preventive Maintenance Plan,2023-05-11,spring,5,4,106,True,False
I00538,C0342,S01,General Pest Control,2023-07-15,summer,4,6,315,True,False
I00539,C0088,S01,General Pest Control,2024-06-10,summer,3,4,291,True,False
I00540,C0055,S01,General Pest Control,2026-05-02,spring,5,6,360,True,True
I00541,C0499,S09,Preventive Maintenance Plan,2025-11-25,fall,4,7,660,True,False
I00542,C0237,S01,General Pest Control,2026-03-30,spring,5,6,355,True,False
I00543,C0493,S02,Termite Inspection,2024-03-04,spring,5,6,99,True,False
I00544,C0405,S02,Termite Inspection,2025-06-27,summer,5,9,248,True,False
I00545,C0140,S02,Termite Inspection,2026-03-15,spring,1,7,253,True,True
I00546,C0268,S10,Emergency Pest Response,2025-07-12,summer,4,6,39,True,False
I00547,C0064,S02,Termite Inspection,2025-08-25,summer,5,9,687,True,False
I00548,C0102,S09,Preventive Maintenance Plan,2025-11-05,fall,4,5,420,True,True
I00549,C0389,S03,Termite Treatment,2023-05-25,spring,5,6,319,True,False
I00550,C0217,S08,Commercial Pest Management,2026-04-06,spring,3,6,486,True,False
I00551,C0026,S09,Preventive Maintenance Plan,2024-08-02,summer,2,5,227,True,False
I00552,C0182,S09,Preventive Maintenance Plan,2025-10-04,fall,4,7,580,True,False
I00553,C0298,S01,General Pest Control,2025-03-14,spring,4,7,716,True,True
I00554,C0029,S02,Termite Inspection,2025-01-28,winter,3,7,580,True,False
I00555,C0176,S06,Scorpion Control,2025-04-30,spring,4,7,475,True,False
I00556,C0351,S01,General Pest Control,2023-11-17,fall,4,5,369,True,False
I00557,C0321,S01,General Pest Control,2025-11-27,fall,5,6,287,True,False
I00558,C0078,S02,Termite Inspection,2023-12-22,winter,5,8,491,True,True
I00559,C0349,S03,Termite Treatment,2025-06-17,summer,4,10,428,True,False
I00560,C0406,S01,General Pest Control,2023-11-25,fall,4,5,629,True,False
I00561,C0315,S01,General Pest Control,2023-12-30,winter,4,5,544,True,False
I00562,C0087,S03,Termite Treatment,2024-11-19,fall,5,9,478,True,False
I00563,C0478,S04,Bed Bug Treatment,2024-05-29,spring,4,7,515,True,False
I00564,C0427,S08,Commercial Pest Management,2025-12-31,winter,4,6,588,False,False
I00565,C0229,S02,Termite Inspection,2024-01-03,winter,3,8,723,True,True
I00566,C0196,S09,Preventive Maintenance Plan,2023-12-26,winter,2,4,174,True,False
I00567,C0221,S07,Ant & Cockroach Treatment,2026-03-23,spring,4,7,433,True,False
I00568,C0334,S08,Commercial Pest Management,2025-11-11,fall,4,5,382,True,False
I00569,C0400,S06,Scorpion Control,2023-06-15,summer,4,7,554,True,False
I00570,C0056,S02,Termite Inspection,2024-02-03,winter,5,7,215,True,True
I00571,C0268,S07,Ant & Cockroach Treatment,2024-04-24,spring,4,6,592,True,True
I00572,C0367,S03,Termite Treatment,2025-09-25,fall,4,9,232,True,False
I00573,C0299,S09,Preventive Maintenance Plan,2024-11-07,fall,4,5,395,True,False
I00574,C0117,S01,General Pest Control,2024-12-01,winter,4,5,228,True,False
I00575,C0374,S02,Termite Inspection,2024-03-25,spring,4,7,705,True,False
I00576,C0483,S07,Ant & Cockroach Treatment,2024-01-18,winter,4,5,468,True,False
I00577,C0362,S02,Termite Inspection,2023-05-18,spring,4,7,256,True,True
I00578,C0340,S02,Termite Inspection,2025-11-05,fall,3,6,369,True,False
I00579,C0448,S01,General Pest Control,2024-12-27,winter,4,5,342,True,False
I00580,C0464,S09,Preventive Maintenance Plan,2024-08-15,summer,4,6,173,True,False
I00581,C0058,S08,Commercial Pest Management,2023-06-25,summer,4,5,671,True,False
I00582,C0066,S04,Bed Bug Treatment,2024-06-16,summer,2,9,625,True,False
I00583,C0277,S03,Termite Treatment,2023-10-05,fall,4,9,67,True,False
I00584,C0255,S08,Commercial Pest Management,2026-03-27,spring,5,5,182,True,False
I00585,C0441,S09,Preventive Maintenance Plan,2025-11-04,fall,4,7,633,True,False
I00586,C0425,S01,General Pest Control,2024-09-09,fall,4,7,402,True,False
I00587,C0347,S02,Termite Inspection,2023-08-15,summer,5,10,658,True,True
I00588,C0346,S01,General Pest Control,2026-01-30,winter,5,7,609,True,True
I00589,C0339,S02,Termite Inspection,2025-09-25,fall,5,6,525,True,True
I00590,C0471,S02,Termite Inspection,2023-08-26,summer,4,7,269,True,False
I00591,C0260,S03,Termite Treatment,2024-10-03,fall,3,8,399,True,False
I00592,C0043,S10,Emergency Pest Response,2026-01-01,winter,4,6,361,True,False
I00593,C0032,S06,Scorpion Control,2024-12-20,winter,4,6,310,True,False
I00594,C0475,S03,Termite Treatment,2024-07-08,summer,5,10,404,True,False
I00595,C0259,S07,Ant & Cockroach Treatment,2025-01-31,winter,3,6,559,True,False
I00596,C0410,S02,Termite Inspection,2024-08-04,summer,5,8,383,True,False
I00597,C0108,S08,Commercial Pest Management,2024-02-19,winter,5,6,36,True,True
I00598,C0374,S03,Termite Treatment,2023-10-03,fall,4,7,317,True,False
I00599,C0154,S01,General Pest Control,2026-01-16,winter,5,7,646,True,False
I00600,C0323,S04,Bed Bug Treatment,2024-01-04,winter,3,7,146,True,False
I00601,C0316,S02,Termite Inspection,2024-02-02,winter,4,6,634,True,False
